sku,uid,gid,group,active,siteid,title,url,presence,locked,deleted,price,shipping,qty,shp,rtn,pmt,tag,note_memo,note_desc,note_part,note_model,note_verification,uid_dup,sold,sold_uid_ts,online_created,online_removed,birthday,by_user
B207703YI14M,207703,1814,"HP Envy X360 13-ag 13m-ag L19577-001 13-AG 13.3"" FHD INFRA RED Touch Screen Assembly Complete",Yes,416310,"L19577-001 13.3"" FHD HP Envy X360 13-AG 13M-AG LCD Touch Screen Complete Assembly",https://www.blisscomputers.net/l19577-001-13-3-fhd-hp-envy-x360-13-ag-13m-ag-lcd-touch-screen-complete-assembly-207703/,Yes,No,No,269.99,,10,,,,#Assembly #CompleteAssembly,,,HP L19577-001,13-ag0001la 13-ag0002la 13-ag0003la 13-ag004la 13-ag0051la 13-ag0052la 13-ag0053la HP ENVY X360 13Z-AG000 TOUCH LAPTOP HP ENVY X360 CONVERTIBLE 13-AG0007CA HP ENVY X360 CONVERTIBLE 13-AG0010CA HP ENVY X360 CONVERTIBLE 13M-AG0001DX HP ENVY X360 CONVERTIBLE 13M-AG0002DX HP ENVY X360 REFURB 13Z-AG000 TOUCH LAPTOP HP ENVY x360 Conv 13-ag0xxx Refurb PC HP ENVY x360 Convert 13-ag0005la HP ENVY x360 Convert 13-ag0006la HP ENVY x360 Convert 13-ag0007la HP ENVY x360 Convert 13-ag0xxx Refurb PC HP ENVY x360 Convertible 13-ag0001AU HP ENVY x360 Convertible 13-ag0002AU HP ENVY x360 Convertible 13-ag0003AU HP ENVY x360 Convertible 13-ag0004AU HP ENVY x360 Convertible 13-ag0005AU HP ENVY x360 Convertible 13-ag0006AU HP ENVY x360 Convertible 13-ag0007AU HP ENVY x360 Convertible 13-ag0008AU HP ENVY x360 Convertible 13-ag0009AU HP ENVY x360 Convertible 13-ag0010AU HP ENVY x360 Convertible 13-ag0011AU HP ENVY x360 Convertible 13-ag0012AU HP ENVY x360 Convertible 13-ag0013AU HP ENVY x360 Convertible 13-ag0014AU HP ENVY x360 Convertible 13-ag0015AU HP ENVY x360 Convertible 13-ag0016AU HP ENVY x360 Convertible 13-ag0017AU HP ENVY x360 Convertible 13-ag0018AU HP ENVY x360 Convertible 13-ag0019AU HP ENVY x360 Convertible 13-ag0020AU HP ENVY x360 Convertible 13-ag0021AU HP ENVY x360 Convertible 13-ag0022AU HP ENVY x360 Convertible 13-ag0023AU HP ENVY x360 Convertible 13-ag0024AU HP ENVY x360 Convertible 13-ag0025AU HP ENVY x360 Convertible 13-ag0031AU HP ENVY x360 Convertible 13-ag0032AU HP ENVY x360 Convertible 13-ag0033AU HP ENVY x360 Convertible 13-ag0034AU HP ENVY x360 Convertible 13-ag0035AU HP ENVY x360 Convertible 13-ag0037AU HP ENVY x360 Convertible 13-ag0042AU HP ENVY x360 Convertible 13-ag0043AU HP ENVY x360 Convertible 13-ag0044AU HP ENVY x360 Convertible 13-ag0045AU HP ENVY x360 Convertible 13-ag0046AU HP ENVY x360 Convertible 13-ag0047AU HP ENVY x360 Convertible 13-ag0048AU HP ENVY x360 Convertible 13-ag0053AU HP Envy x360 Conv 13-ag0xxx Refurb PC,,0,2,7/11/2023 10:09,8/20/2020 10:08,0000-00-00 00:00:00,8/20/2020 9:35,chanddr
B218883KI15Y,218883,1815,Touch Screen L71876-001 CHROMEBOOK X360 14-DA0012DX Assembly White bezel,Yes,455457,L09386-110 HP Chromebook 14-DA0011DX 14-DA0001NA FHD LCD Touch Screen assembly,https://www.blisscomputers.net/l09386-110-hp-chromebook-14-da0011dx-14-da0001na-fhd-lcd-touch-screen-assembly-218883/,Yes,No,No,,,,,,,#Assembly,,,HP L09386-110 HP 14-DA HP L09386-110,HP 14-DA0002NA 14-DA0502NA,,0,7,11/10/2022 20:35,1/4/2021 17:01,0000-00-00 00:00:00,1/4/2021 17:47,system
B630796NI17K,630796,1817,"No Tabs nv156fhm-N4J LM156LF1F02 NV156FHM-n4g 5D10T30091 144HZ 15.6"" FHD Exact PN base group",Yes,71194,"144hz FHD IPS 15.6"" Laptop LCD Screen LP156WFG-SPB2 LP156WFG(SP)(B2) 5D10R19779",https://www.blisscomputers.net/144hz-fhd-ips-15-6-laptop-lcd-screen-lp156wfg-spb2-lp156wfg-sp-b2-5d10r19779-630796/,Yes,No,No,72.95,,5,,,,,,,6091L-3809C 6091L-3809C LP156WFG-SPB2 LP156WFG(SP)(B2) 6091L-3809C LP156WFG(SP)(B2) lenovo 5D10R19779 EDID LGD05E8 LP156WFG(SP)(B2) lp156wfg(sp)(b2) EDID LGD05E8 6091L-3809C 6091L-3809C LP156WFG-SPB2 LP156WFG(SP)(B2) 6091L-3809C LP156WFG(SP)(B2) lenovo 5D10R19779 LP156WFG-SPB2 (LGD05E8) 6091L-3809C 6091L-3809C LP156WFG-SPB2 LP156WFG(SP)(B2) 6091L-3809C LP156WFG(SP)(B2) lenovo 5D10R19779 6091L-3809C LP156WFG(SP)(B2) LGD05C0 Acer KL.15608.041 LP156WFG-SPF3 LP156WFG-SPF3 EDID LGD061E EDID LGD05CF,ASUS TUF FX505DV NH74 Lenovo Legion Y530-15ICH Laptop (Lenovo) - Type 81FV Razer RZ09-03286E22 Acer Predator Helios 300 Gaming Laptop - PH315-53-781R Acer Model# N20C3,,0,8,10/1/2021 16:39,1/2/2019 17:01,2/2/2021 19:51,12/6/2018 17:37,system
B207727II18S,207727,1818,Asus T101HA Touch Screen Assembly,Yes,416345,ASUS Transformer Book T101H T101HA LCD Display Touch Screen,https://www.blisscomputers.net/asus-transformer-book-t101h-t101ha-lcd-display-touch-screen-207727/,Yes,No,No,0,,0,,,,,,,,,,0,1,6/30/2023 12:18,8/20/2020 15:08,0000-00-00 00:00:00,8/20/2020 13:11,chanddr
B025342B182M,25342,182,EOL LTN141X8-L02 ** Special order **,Yes,441438,"Apple Powerbook G3 Pismo M7572 REPLACEMENT LAPTOP LCD Screen 14.1"" XGA Single Lamp",https://www.blisscomputers.net/apple-powerbook-g3-pismo-m7572-replacement-laptop-lcd-screen-14-1-xga-single-lamp-25342/,Yes,No,No,0,,0,,,,,,,Apple 661-2289 LT141X7-124,"APPLE POWERBOOK G3 PISMO M7572 Apple powerbook g3 Apple Powerbook G3 M7711LL/A PowerBook (FireWire)	PowerBook G3 400MHz, 500MHz	M7630LL/A, M7633LL/A, M7572",,0,5,3/2/2024 1:37,12/15/2020 22:12,0000-00-00 00:00:00,0000-00-00 00:00:00,chanddr
B658884PI20Y,658884,1820,"1X3CJ Dell 15 7570 15.6"" 4k UHD Assembly",Yes,313945,"1X3CJ Dell 15.6"" UHD LCD Assembly Silver Inspiron 15",https://www.blisscomputers.net/1x3cj-dell-15-6-uhd-lcd-assembly-silver-inspiron-15-658884/,Yes,No,No,0,,0,,,,#Assembly #CompleteAssembly,,,Dell 00V6GV 0V6GV Dell 1X3CJ 0 1X3CJ,Dell Inspiron 7570,,0,3,3/31/2022 20:19,7/22/2019 23:07,0000-00-00 00:00:00,7/22/2019 15:55,chanddr
B655706GI21E,655706,1821,Acer B118 B116XAB01.0 6M.VFZN7.001 11.6 Touch Screen Assembly **Special order**,Yes,367022,"Acer Travelmate Spin B1 B118-rn Tmb118-rn-c8jp 11.6"" LCD Touch Screen Assembly",https://www.blisscomputers.net/acer-travelmate-spin-b1-b118-rn-tmb118-rn-c8jp-11-6-lcd-touch-screen-assembly-655706/,Yes,No,No,103.29,,10,,,,#Assembly,,,Acer 6M.VFZN7.002,,,0,47,2/24/2021 21:19,12/16/2019 18:12,0000-00-00 00:00:00,7/5/2019 19:19,rahul
B207887NI25S,207887,1825,"753948-001 754311-001 HP Pavilion 11-E Series 11.6"" Touch Screen Assembly **Special Order **",Yes,416495,"HP TS 11-E110NR 753948-001 11.6"" Touch Screen assembly",https://www.blisscomputers.net/hp-ts-11-e110nr-753948-001-11-6-touch-screen-assembly-207887/,Yes,No,No,0,,0,,,,#Assembly,,,HP 753948-001 HP  730892-001,"E8C45UA	HP PAVILION TOUCHSMART 11-E140CA NOTEBOOK PC E8C45UAR	HP PAVILION TOUCHSMART 11-E140CA NOTEBOOK PC E2S25UA	HP PAVILION TS 11-E110NR NB PC E2S25UAR	HP PAVILION TS 11-E110NR NB PC E8C46UA	HP PAVILION TS 11-E115NR NB PC E8C46UAR	HP PAVILION TS 11-E115NR NB PC E2B69LA	HP Pavilion 11-e001la NB PC G0A66PA	HP Pavilion 11-e109AU Notebook PC G0A67PA	HP Pavilion 11-e110AU Notebook PC G0A88PA	HP Pavilion 11-e112AU Notebook PC G2G92PA	HP Pavilion 11-e113AU Notebook PC G2H05PA	HP Pavilion 11-e114AU Notebook PC G2G00PA	HP Pavilion 11-e117AU Notebook PC G4W73PA	HP Pavilion 11-e119AU Notebook PC F9Z99PA	HP Pavilion TS 11-e108AU Notebook PC G0A75PA	HP Pavilion TS 11-e111AU Notebook PC G2H06PA	HP Pavilion TS 11-e115AU Notebook PC G2H07PA	HP Pavilion TS 11-e116AU Notebook PC G4W27PA	HP Pavilion TS 11-e118AU Notebook PC E2S23UA	HP Pavilion TouchSmart 11-e016dx Notebook PC",,0,1,10/26/2023 9:47,8/25/2020 15:08,0000-00-00 00:00:00,8/25/2020 14:00,chanddr
B269074KI26U,269074,1826,"Apple MacBook pro 16"" A2141 16"" Screen Assembly 2019 2020 Silver Space Gray",Yes,485139,"REPLACEMENT Screen Assembly Apple MacBook Pro 2019 16"" A2141 OEM Silver",https://www.blisscomputers.net/replacement-screen-assembly-apple-macbook-pro-2019-16-a2141-oem-silver-269074/,Yes,No,No,650,,10,,,,#Addition_RR_Auto_eBay #Assembly #CompleteAssembly,,,,,,0,6,3/22/2024 11:08,11/30/2021 12:11,0000-00-00 00:00:00,11/18/2021 17:54,system
B210699KI27W,210699,1827,Verifying Part Number,Yes,419448,"HP TPN-C129 15.6"" WXGA REPLACEMENT LCD LED Screen Display Non Touch",https://www.blisscomputers.net/hp-tpn-c129-15-6-wxga-replacement-lcd-led-screen-display-new-non-touch-210699/,Yes,No,No,57.98,,5,,,,,,,,,,0,2,2/13/2021 12:49,10/2/2020 23:10,2/2/2021 19:51,10/2/2020 20:06,rahul
B207975OI28U,207975,1828,"JXR2F Dell 7350 13.3"" FHD Touch Screen Assembly surplus ** Special order **",Yes,416584,"Dell Latitude 13 7350 13.3"" Touch Screen LCD Display Assembly Digitizer",https://www.blisscomputers.net/dell-latitude-13-7350-13-3-touch-screen-lcd-display-assembly-digitizer-207975/,Yes,No,No,0,,0,,,,#Assembly,,,,,,0,1,7/24/2021 23:41,8/31/2020 14:08,1/5/2021 14:11,8/31/2020 13:07,chanddr
B221216ZI29O,221216,1829,"L52049-00 1HP PAVILION X360 11M-AP 40 pin 11.6"" Touch Screen Assembly",Yes,456058,"L52049-001 Nv116whm-a13 OEM HP LCD 11.6"" FHD Touch 11m-ap0013dx",https://www.blisscomputers.net/l52049-001-nv116whm-a13-oem-hp-lcd-11-6-fhd-touch-11m-ap0013dx-221216/,Yes,No,No,,,,,,,,,,HP L52049-001 nv116whm-n36 nv116whm-a13 HP L52049-001,HP PAVILION X360 CONVERTIBLE 11-AP0014NR HP PAVILION X360 CONVERTIBLE 11M-AP0013DX HP Pavilion x360 Convertible 11-ap0000TU HP Pavilion x360 Convertible 11-ap0001TU HP Pavilion x360 Convertible 11-ap0002TU,,0,10,2/1/2023 15:09,1/13/2021 14:01,0000-00-00 00:00:00,1/13/2021 10:51,system
B272068EI32G,272068,1832,nt133whm-n35 Screen Small inverter ship #1692 #365,Yes,490321,"B133xtn03.2 Screen HP L78046-001 LCD Display Raw Panel 13.3"" Hd Ag",https://www.blisscomputers.net/b133xtn03-2-screen-hp-l78046-001-lcd-display-raw-panel-13-3-hd-ag-272068/,Yes,No,No,,,,,,,,,,HP L78046-001 B133XTN03.2,HP L78046-001 B133XTN03.2 HP ProBook 430,,0,30,3/15/2022 19:04,12/17/2021 17:12,0000-00-00 00:00:00,12/17/2021 11:26,system
B251972II35A,251972,1835,N156HCG-GT1 rev.c1 Micro edge REGULAR UPPA need micro edge 30 Pin IPS Will work for #1483 one way this it thinner.,Yes,469224,"39.6 cm 15.6"" FHD UWVA eDP M22913-001",https://www.blisscomputers.net/39-6-cm-15-6-fhd-uwva-400-nits-edp-m22913-001-251972/,Yes,No,No,61,,,,,,,,,HP M22913-001 B156HAN09.1,15.6 FHD AG LED UWVA 400 fHDC LPNWBZbent 15.6FHDAGUWVALED400fWAN5GfHDCIRbntLCDPan HP Probook 650 G8 i5-1135G7 15 16GB/256 PC HP Probook 650 G8 i5-1135G7 15 16GB/256 PC Inte HP Probook 650 G8 i5-1135G7 15 16GB/512 LTEA P HP Probook 650 G8 i5-1135G7 15 16GB/512 PC HP Probook 650 G8 i5-1135G7 15 16GB/512 PC Inte HP Probook 650 G8 i5-1135G7 15 8GB/256 LTEA PC HP Probook 650 G8 i5-1135G7 15 8GB/256 PC HP Probook 650 G8 i7-1165G7 15 16GB/512 LTEA P HP Probook 650 G8 i7-1165G7 15 16GB/512 LTEA PC HP Probook 650 G8 i7-1165G7 15 16GB/512 PC HP Probook 650 G8 i7-1165G7 15 16GB/512 PC Inte,,0,8,8/2/2024 15:19,6/9/2021 13:06,0000-00-00 00:00:00,6/4/2021 19:06,system
B118957PI37P,118957,1837,Cardboard Box 16.25 x 14.5 x 10.25,Yes,333783,"Moving Boxes Packaging Corrugated 275 lbs Double Wall 16.25 x 14.5"" x 10.25 inch",https://www.blisscomputers.net/moving-boxes-packaging-corrugated-275-lbs-double-wall-16-25-x-14-5-x-10-25-inch-118957/,Yes,No,No,1,,0,,,,,Box SM 16.25 x 14.5 x 10.25,,,,,0,85,4/19/2021 15:52,11/27/2019 12:11,0000-00-00 00:00:00,8/15/2018 17:38,chanddr
B270930GI38S,270930,1838,HP L31870-001 FHD x360 1030 G3 Complete Assembly SAME AS #2031 #2331 ( UHD ),Yes,499313,L31869-001 HP X360 1030 G3 LCD Display Touch LED Panel Screen Whole Hinge Up,https://www.blisscomputers.net/l31869-001-hp-x360-1030-g3-lcd-display-touch-led-panel-screen-whole-hinge-up-270930/,Yes,No,No,172,,,,,,#Addition_RR_Auto_eBay #CompleteAssembly,,,HP L31869-001,HP Elitebook X360 1030 G3 i5-8250U 13 16GB/256 PC HP Elitebook X360 1030 G3 i5-8250U 13 16GB/512 PC HP Elitebook X360 1030 G3 i5-8250U 13 8GB/256 LTE HP Elitebook X360 1030 G3 i5-8250U 13 8GB/256 PC HP Elitebook X360 1030 G3 i5-8250U 13 8GB/256 PC I HP Elitebook X360 1030 G3 i5-8250U 13 8GB/512 HSP HP Elitebook X360 1030 G3 i5-8250U 13 8GB/512 PC HP Elitebook X360 1030 G3 i5-8250U 13 8GB/512 PC I HP Elitebook X360 1030 G3 i5-8250U 1316GB/1TLTEAPC HP Elitebook X360 1030 G3 i5-8250U 138GB/128HSPAPC HP Elitebook X360 1030 G3 i5-8250U 138GB/256HSPAPC HP Elitebook X360 1030 G3 i5-8250U 138GB/256LTEAPC HP Elitebook X360 1030 G3 i5-8250U1316GB/256LTEAPC HP Elitebook X360 1030 G3 i5-8250U1316GB/512LTEAPC HP Elitebook X360 1030 G3 i5-8350U 13 16GB/256 PC HP Elitebook X360 1030 G3 i5-8350U 13 16GB/512 PC HP Elitebook X360 1030 G3 i5-8350U 13 8GB/128 PC HP Elitebook X360 1030 G3 i5-8350U 13 8GB/256 PC HP Elitebook X360 1030 G3 i5-8350U 13 8GB/512 PC HP Elitebook X360 1030 G3 i5-8350U 1316GB/1TLTEAPC HP Elitebook X360 1030 G3 i5-8350U 138GB/256HSPAPC HP Elitebook X360 1030 G3 i5-8350U 138GB/256LTEAPC HP Elitebook X360 1030 G3 i5-8350U 138GB/512LTEAPC HP Elitebook X360 1030 G3 i5-8350U1316GB/256LTEAPC HP Elitebook X360 1030 G3 i5-8350U1316GB/512LTEAPC HP Elitebook X360 1030 G3 i7-8550U 13 16GB/1T LTEA HP Elitebook X360 1030 G3 i7-8550U 13 16GB/1T PC HP Elitebook X360 1030 G3 i7-8550U 13 16GB/256 LTE HP Elitebook X360 1030 G3 i7-8550U 13 16GB/256 PC HP Elitebook X360 1030 G3 i7-8550U 13 16GB/512 HS HP Elitebook X360 1030 G3 i7-8550U 13 16GB/512 LT HP Elitebook X360 1030 G3 i7-8550U 13 16GB/512 LTE HP Elitebook X360 1030 G3 i7-8550U 13 16GB/512 PC HP Elitebook X360 1030 G3 i7-8550U 13 8GB/128 PC HP Elitebook X360 1030 G3 i7-8550U 13 8GB/256 HSPA HP Elitebook X360 1030 G3 i7-8550U 13 8GB/256 PC HP Elitebook X360 1030 G3 i7-8550U 13 8GB/512 HSPA HP Elitebook X360 1030 G3 i7-8550U 13 8GB/512 PC HP Elitebook X360 1030 G3 i7-8550U 13 8GB/512 PC I HP Elitebook X360 1030 G3 i7-8550U 1316GB/1THSPAPC HP Elitebook X360 1030 G3 i7-8550U 1316GB/1TLTEAPC HP Elitebook X360 1030 G3 i7-8550U 138GB/512LTEAPC HP Elitebook X360 1030 G3 i7-8550U1316GB/512HSPAPC HP Elitebook X360 1030 G3 i7-8550U1316GB/512LTEAPC HP Elitebook X360 1030 G3 i7-8650U 13 16GB/128 PC HP Elitebook X360 1030 G3 i7-8650U 13 16GB/1T PC HP Elitebook X360 1030 G3 i7-8650U 13 16GB/256 LTE HP Elitebook X360 1030 G3 i7-8650U 13 16GB/256 PC HP Elitebook X360 1030 G3 i7-8650U 13 16GB/2T PC HP Elitebook X360 1030 G3 i7-8650U 13 16GB/512 LTE HP Elitebook X360 1030 G3 i7-8650U 13 16GB/512 PC HP Elitebook X360 1030 G3 i7-8650U 13 8GB/1T PC HP Elitebook X360 1030 G3 i7-8650U 13 8GB/256 PC HP Elitebook X360 1030 G3 i7-8650U 13 8GB/256 PC I HP Elitebook X360 1030 G3 i7-8650U 13 8GB/512 PC HP Elitebook X360 1030 G3 i7-8650U 1316GB/1TLTEAPC HP Elitebook X360 1030 G3 i7-8650U 1316GB/2TLTEAPC HP Elitebook X360 1030 G3 i7-8650U 138GB/256LTEAPC HP Elitebook X360 1030 G3 i7-8650U 138GB/512LTEAPC HP Elitebook X360 1030 G3 i7-8650U1316GB/256LTEAPC HP Elitebook X360 1030 G3 i7-8650U1316GB/512HSPAPC HP Elitebook X360 1030 G3 i7-8650U1316GB/512LTEAPC HP EliteBook x360 1030 G3 - AG TS PVCY HP EliteBook x360 1030 G3 Notebook PC HP IDS UMA i5-8250U 16GB 1030 G3 BNBPC,,0,30,6/3/2024 10:18,1/28/2022 13:01,0000-00-00 00:00:00,12/2/2021 12:33,system
B207306EI39C,207306,1839,LTM215HL01 Screen Locking Connection,Yes,415890,"LTM215HL01 21.5"" 1920x1080 Resolution LCD Display Panel",https://www.blisscomputers.net/ltm215hl01-21-5-1920x1080-resolution-lcd-display-panel-207306/,Yes,No,No,0,,0,,,,#good,,,LTM215HL01 Dell V7YP4 0V7YP4 LTM215HL01 Dell V7YP4 0V7YP4 LTM215HL01 LJ64-04192 LTM215HL01-H02 LTM215HL01,,,0,2,5/12/2023 2:04,8/5/2020 15:08,0000-00-00 00:00:00,8/5/2020 12:39,chanddr
B663106BI41W,663106,1841,For Lenovo NV156FHM-T03 B156HAK02.0 6A IPS No Brackets Ship #1013 no Tabs. ** Rahul Dont buy AUO **,Yes,368904,"15.6"" FHD IPS Touch LAPTOP LCD Screen Lenovo Ideapad S340-15API 81QG",https://www.blisscomputers.net/15-6-fhd-ips-touch-laptop-lcd-screen-lenovo-ideapad-s340-15api-81qg-663106/,Yes,No,No,110.98,,5,,,,#OLDGROUP1841,,,Lenovo 5D10R59145,Lenovo Ideapad S340-15API Touch 81QG,1. We need your laptop model and serial number / service tag to match up screen technical information.,0,7,3/21/2022 20:30,12/16/2019 19:12,2/2/2021 19:52,8/2/2019 16:38,rahul
B117247CI42B,117247,1842,baraishi Gujju Non Touch Screen Assembly NO BUY,No,,"Hp 764622-001 REPLACEMENT LAPTOP LCD Screen 15.6"" WXGA HD LED DIODE Non Touch",/hp-764622-001-replacement-laptop-lcd-screen-15-6-wxga-hd-led-diode-non-touch-117247/,Yes,No,No,0,,0,,,,,,,,,,0,12,1/3/2018 17:06,6/15/2016 17:06,6/12/2023 13:23,6/15/2016 16:58,chanddr
B677551MI43M,677551,1843,Sony SVF152 SVF153 SVF154 15.6 TOUCH Glass with Bezel,Yes,345600,"15.5"" Touch Screen REPLACEMENT Digitizer Glass SONY VAIO 15E SVF1521BGXB",https://www.blisscomputers.net/15-5-touch-screen-replacement-digitizer-glass-sony-vaio-15e-svf1521bgxb-677551/,Yes,No,No,59.88,,10,,,,,,,,,,0,1,9/5/2020 16:56,12/9/2019 14:12,0000-00-00 00:00:00,9/17/2019 16:28,rahul
B208146GI47E,208146,1847,450.07N01.1001 856804-001 M6-AQ AR Cable,Yes,416797,450.07N01.1001 HP LCD Display Cable M6-AQ005DX M6-AQ103DX,https://www.blisscomputers.net/450-07n01-1001-hp-lcd-display-cable-m6-aq005dx-m6-aq103dx-208146/,Yes,No,No,0,,0,,,,,,,,,,0,1,9/4/2022 0:48,9/10/2020 10:09,0000-00-00 00:00:00,9/10/2020 9:12,chanddr
B013977P185I,13977,185,NO BUY TWD N121I6-L01 20 pins,Yes,440879,"Samsung Ltn121w3-l01 REPLACEMENT LAPTOP LCD Screen 12.1"" WXGA LED DIODE",https://www.blisscomputers.net/samsung-ltn121w3-l01-replacement-laptop-lcd-screen-12-1-wxga-led-diode-13977/,Yes,No,No,0,,0,,,,,,,,,,0,10,6/27/2013 1:54,12/15/2020 22:12,0000-00-00 00:00:00,0000-00-00 00:00:00,chanddr
B208206YI51M,208206,1851,"Lenvo Yoga C930-13IKB 5D10S73320 13.9"" 4k UHD Touch Screen Assembly",Yes,416861,"Lenovo Yoga C930-13IKB 13.9"" 4K UHD Touch LCD Screen Bezel 5D10S73331",https://www.blisscomputers.net/new-lenovo-yoga-c930-13ikb-13-9-4k-uhd-touch-lcd-screen-bezel-5d10s73331-208206/,Yes,No,No,264.99,,10,,,,,,,SBB0R27865 Lenovo 5D10S73320 Lenovo 5D10S73331 LP139UD1(SP)(C2) SBB0R28035 SBB0R27865 Lenovo 5D10S73320 Lenovo 5D10S73331 LP139UD1(SP)(C2) D10Q68371 SBB0R27865 Lenovo 5D10S73320 Lenovo 5D10S73331 LP139UD1(SP)(C2) SBB0R28035 SBB0R27865 Lenovo 5D10S73320 Lenovo 5D10S73331 LP139UD1(SP)(C2) D10Q68371 Lenovo 5D10Q68371,Lenovo Yoga C930-13IK Lenovo Yoga C930-13IKB 81C4 Lenovo Yoga C930-13IKB 81C4 LENOVO Yoga C930-13IKB Glass Laptop (Lenovo) - Type 81EQ Lenovo Yoga C930-13IK Lenovo Yoga C930-13IKB 81C4 LENOVO Yoga C930-13IKB Glass Laptop (Lenovo) - Type 81EQ LENOVO Yoga C930-13IKB Glass Laptop (Lenovo) - Type 81EQ,,0,4,9/12/2022 7:05,9/14/2020 14:09,0000-00-00 00:00:00,9/14/2020 13:15,chanddr
B313667HI52F,313667,1852,90NB0N31-R20011 Asus TP412 14.0 FHD Touch Screen Assembly Desneudo Buy with Bezel rounded top corner Target $60,Yes,528475,"Asus Tp412 14"" Full LCD FHD 90nb0n31-r20011 90nb0n31-r20020 90nb0j71-r20011",https://www.blisscomputers.net/asus-tp412-14-full-lcd-fhd-90nb0n31-r20011-90nb0n31-r20020-90nb0j71-r20011-313667/,Yes,No,No,,,,,,,#Addition_RR_Auto,,,90NB0N31-R20020 90NB0N31-R20011 ; 90NB0N31-R20013 ; 90NB0N31-R20010 ; 90NB0N31-R20022 90NB0N31-R20013 90NB0N31-R20020 ; 90NB0N31-R20011 ; 90NB0N31-R20010 ; 90NB0N31-R20022 90NB0N31-R20010 90NB0N31-R20020 ; 90NB0N31-R20011 ; 90NB0N31-R20013 ; 90NB0N31-R20022 90NB0N31-R20022 90NB0N31-R20020 ; 90NB0N31-R20011 ; 90NB0N31-R20013 ; 90NB0N31-R20010 90NB0N32-R20011 90NB0N32-R20022 ; 90NB0N32-R20013 90NB0N32-R20022 90NB0N32-R20013 ; 90NB0N32-R20011 90NB0N32-R20013 90NB0N32-R20022 ; 90NB0N32-R20011 90NB0J71-R20014 90NB0J71-R20010 ; 90NB0J71-R20013 ; 90NB0J71-R20012 ; 90NB0J71-R20011 90NB0J71-R20010 90NB0J71-R20014 ; 90NB0J71-R20013 ; 90NB0J71-R20012 ; 90NB0J71-R20011 90NB0J71-R20013 90NB0J71-R20014 ; 90NB0J71-R20010 ; 90NB0J71-R20012 ; 90NB0J71-R20011 90NB0J71-R20012 90NB0J71-R20014 ; 90NB0J71-R20010 ; 90NB0J71-R20013 ; 90NB0J71-R20011 90NB0J71-R20011 90NB0J71-R20014 ; 90NB0J71-R20010 ; 90NB0J71-R20013 ; 90NB0J71-R20012 90NB0J72-R20014 90NB0J72-R20011 ; 90NB0J72-R20012 ; 90NB0J72-R20010 90NB0J72-R20011 90NB0J72-R20014 ; 90NB0J72-R20012 ; 90NB0J72-R20010 90NB0J72-R20012 90NB0J72-R20014 ; 90NB0J72-R20011 ; 90NB0J72-R20010 90NB0J72-R20010 90NB0J72-R20014 ; 90NB0J72-R20011 ; 90NB0J72-R20012 90NB0J72-R20013,Asus Notebook T Series TP412FA Asus Notebook T Series TP412UA,,0,2,12/21/2022 12:07,9/7/2022 20:09,0000-00-00 00:00:00,4/28/2022 4:32,system
B208223ZI53Y,208223,1853,"6M.GRMN8.001 Acer SP111-32N 111.6"" Touch Screen Assembly **Special Order **",Yes,416876,"11.6"" Led FHD Acer Spin 1 Sp111-32n Touch Screen Assembly 6m.grmn8.001",https://www.blisscomputers.net/new-11-6-led-fhd-acer-spin-1-sp111-32n-touch-screen-assembly-6m-grmn8-001-208223/,Yes,No,No,0,,0,,,,#Assembly,,,Acer 6M.GRMN8.001,,,0,1,9/21/2022 17:13,9/14/2020 17:09,0000-00-00 00:00:00,9/14/2020 17:01,chanddr
B208239II55E,208239,1855,HP 15-AQ Series 999 silver Plastic Bezel,Yes,416894,"HP Envy 15-AQ M6-AQ 15.6"" Front Plastic Bezel",https://www.blisscomputers.net/hp-envy-15-aq-m6-aq-15-6-front-plastic-bezel-208239/,Yes,No,No,0,,0,,,,,,,,,,0,1,11/29/2022 4:22,9/15/2020 13:09,0000-00-00 00:00:00,9/15/2020 9:57,chanddr
B248026II57K,248026,1857,120HZ HHE nv173fhm-nx1 Bottom Right Screen,Yes,624522,NV173FHM-NX1 V8.0 120HZ LCD Screen eDP 40 pin IPS Matrix NV173FHM NX1 45% NTSC,https://www.blisscomputers.net/nv173fhm-nx1-v8-0-120hz-lcd-screen-edp-40-pin-ips-matrix-nv173fhm-nx1-45-ntsc-248026/,Yes,No,No,103.46,,5,,,,#catagory,,,NV173FHM-NX1 V8.0 Acer KL.1730E.006 NV173FHM-NX1 V8.0 Acer KL.1730E.006 Asus 18010-17323200 NV173FHM-NX1 V8.0 Acer KL.1730E.006 NV173FHMNX1V80000815000RG 3TAF2088RA0900CCH EDID BOE08BE EDID BOE08BE NV173FHM-NX1,Asus TUF A17 FA706IU,,0,2,9/2/2022 16:01,2/2/2023 13:02,1/17/2023 11:12,5/28/2021 22:58,system
