Title_1,Title_2,Part_1,Part_2,Part_3,Model_1,Desc_1,Model_2,Price
New WUXGA WQXGA Screen for Lenovo ThinkPad T16 Gen 1 2,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,199.99
New FHD Screen for Lenovo ThinkPad L14 Gen 1 2 3 4,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,179.99
New Screen for Lenovo ThinkPad X1 Extreme Gen 1 2 3 4 5,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,269.99
New FHD UHD WQXGA QHD+ Screen for Lenovo Thinkpad P1 Gen 1 2 3 4 5,Replacement Laptop LCD LED Screen Display Monitor,,"00NY692
01YN137
01YN138
01YN139
01YN145
01YN166
01YN174
02HM880
02HM881
02HM884
5D10V82343
5D10V82350
5D10V82351
5D10V82385
5M10Y87517
5M10Y87518
5M10Z68399
5M10Z68400
5M11D12265
5M11D12266
5M11D12267
5M11D12268
5M11D12269
5M11D12270
5M11D12271
5M11D12272
5M11D12273
5M11D12274
5M11D12275
5M11D12276
5M11D12277
5M11D12307
5M11D12308
5M11D12309
5M11D12310
5M11D12311
5M11D12312
5M11D12313
5M11D12314
5M11D12315
5M11D12316
5M11D12317
5M11D12318
5M11D12319
5M11D12320
5M11D12321
5M11F52400
5M11F52401",,"Thinkpad P1 Gen 1
Thinkpad P1 Gen 2
Thinkpad P1 Gen 3
Thinkpad P1 Gen 4
Thinkpad P1 Gen 5",,,269.99
New 4K UHD Screen for Lenovo Thinkpad P1 X1 Extreme Gen 3 5D10V82351 5D10V82350 NE156QUM-N6A MNF601EA1-1 600nits,Replacement Laptop LCD LED Screen Display Monitor,"5D10V82351
NE156QUM-N6A V3.0
5D10V82350
MNF601EA1-1","5D10V82351
5D10W46489
5D10Y68490
5D10Y68492
5D11C19488
5D10V82350
NE156QUM-N6A
MNF601EA1-1
MNF601EA1-2
MNF601EA1-5
NE156QUM-N6A V3.1",,"Legion S7 15ARH5
Legion S7 15IMH5
Thinkpad P1 Gen 3
Thinkpad P15 Gen 1
Thinkpad P15 Gen 2
Thinkpad P15s Gen 1
Thinkpad P15s Gen 2
Thinkpad P15v Gen 1
Thinkpad P15v Gen 2
Thinkpad T15 Gen 2
Thinkpad T15G Gen 1
Thinkpad T15G Gen 2
Thinkpad T15P Gen 1
Thinkpad T15P Gen 2
Thinkpad X1 Extreme Gen 3",,,189.99
New TouchScreen for Lenovo Thinkpad T16 P16s E16 5D10V82410 5D10V82411 5D10V82412 B160UAK01.1 NV160WUM-K00,Replacement Laptop LCD LED Screen Display Monitor,"5D10V82410
B160UAK01.1","5D10V82411
5D10V82412
NV160WUM-K00
R160NW41 R2",,"Thinkpad E16 Gen 1
Thinkpad P16s Gen 1
Thinkpad P16s Gen 2
ThinkPad P16v Gen 1
Thinkpad T16 Gen 1
Thinkpad T16 Gen 2",,,199.99
New WUXGA Screen NE140WUM-N62 MNE007JA1-1 LP140WU1 SPB2 B140UAN02.1 400nits,Replacement Laptop LCD LED Screen Display Monitor,NE140WUM-N62,"MNE007JA1-1
LP140WU1 SPB2
B140UAN02.1",,"ThinkPad P14s Gen 3
ThinkPad P14s Gen 4
ThinkPad T14 Gen 3
ThinkPad T14 Gen 4
ThinkPad T14s Gen 3
ThinkPad T14s Gen 4
ThinkPad X1 Carbon 9th Gen 2021
ThinkPad X1 Carbon 10th Gen 2022",,,139.95
New WUXGA Screen for Lenovo Thinkpad T14 T14s P14s Gen 3 Gen 4 5D10V82394 5D10V82395 5D10V82396,Replacement Laptop LCD LED Screen Display Monitor,"5D10V82394
SD10Z34930","5D10V82395, SD10Z34931
5D10V82396, SD10Z34932",,"ThinkPad E14 Gen 5
ThinkPad P14s Gen 3
ThinkPad P14s Gen 4
ThinkPad T14 Gen 3
ThinkPad T14 Gen 4
ThinkPad T14s Gen 3
ThinkPad T14s Gen 4",,,119.99
New QHD+ FHD+ Screen for Asus ROG Zephyrus G14 2022 GA402RK GA402RJ 18010-14044000 18010-14044100,Replacement Laptop LCD LED Screen Display Monitor,,"18010-14090100
18010-14044000
18010-14044100",,"GA402RK
GA402RJ",,,169.99
New WUXGA Screen for Lenovo Thinkpad T14 P14S T14S Gen 3 5D10V82366 5D10V82367 5D10V82364 5D11D96811,Replacement Laptop LCD LED Screen Display Monitor,5D10V82367,"5D10V82366, 5D10V82364, 5D11D96811",,"ThinkPad P14s Gen 3
ThinkPad P14s Gen 4
ThinkPad T14 Gen 3
ThinkPad T14 Gen 4
ThinkPad T14s Gen 3
ThinkPad T14s Gen 4
ThinkPad X1 Carbon 9th Gen 2021
ThinkPad X1 Carbon 10th Gen 2022",,,139.95
UHD Display Cable for Lenovo ThinkPad P15 T15g Gen 2 5C11C12567 DC02C00R500,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,49.95
FHD QHD Display Cable for Lenovo ThinkPad X13 Gen 2 5C11C12502 5C11C12503 5C11C12505,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,49.99
"FHD UHD Touch Display Cable for Lenovo ThinkPad T15 Gen 2, P15s Gen 2 5C11C12494 5C11C12493 5C11C12492",Replacement Laptop LCD LED Screen Display Monitor,,,,,,,69.99
"FHD UHD Display LCD Cable for Lenovo ThinkPad T14 Gen 2, P14s Gen 2 5C10Z23930 5C10Z23931 5C10Z23933",Replacement Laptop LCD LED Screen Display Monitor,"DC02C00DZ60
DC02C00DZ40
DC02C00KY40
DC02C00DY50
DC02C00GA60
DC02C00L360",,,"ThinkPad T14 Gen 2 (Type 20W0, 20W1, 20XK, 20XL)
ThinkPad P14s Gen 2",,,59.99
New Backlit Keyboard for ASUS Zenbook 14X OLED UX5400EA UX5400EG UX5401EA UX5401ZA,Replacement Laptop LCD LED Screen Display Monitor,0KNB0-4602US00,,,"Zenbook 14X OLED (UX5400, 11th Gen Intel)
Zenbook 14X OLED (UX5400, 12th Gen Intel)
Zenbook 14X OLED (UX5401, 11th Gen Intel)
Zenbook 14X OLED (UX5401, 12th Gen Intel)
Zenbook 14X OLED Space Edition (UX5401, 12th Gen Intel)
Zenbook 14X (UX5401, 11th Gen Intel)
Zenbook 14X (UX5401, 12th Gen Intel)
UX5400EA
UX5400EG
UX5400ZF
UX5401EA
UX5401ZA
UX5401ZAS",,,49.99
"Display Cable for HP EliteBook 840 G7, ZBook Firefly 14 G7 M07203-001",Replacement Laptop LCD LED Screen Display Monitor,,,,,,,59.99
Display Cable for HP EliteBook 840 G6 ZBook 14u G6 L62734-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,49.95
"Display eDP Cable for Lenovo ThinkPad X1 Extreme 3rd Gen, ThinkPad P1 Gen 3 5C10Z39957 5C10Z39958",Replacement Laptop LCD LED Screen Display Monitor,,"5C10Z39957 FHD 30 pin connector
5C10Z39958 UHD Non-touch 40 pin connector
5C10Z91721 UHD Touch 40 pin connector",,"ThinkPad X1 Extreme 3rd Gen
ThinkPad P1 Gen 3",,,49.95
Display Cable for HP Pavilion Gaming 15-ec0013dx 15-ec1073dx 15-ec2021nr 15-ec2008ca L72719-001 L72720-001,Replacement Laptop LCD LED Screen Display Monitor,,"L72719-001 60Hz, 30-pin connector
L72720-001 144Hz, 40-pin connector",,"Pavilion Gaming 15-ec0000 series
Pavilion Gaming 15-ec0001ca
Pavilion Gaming 15-ec0003ca
Pavilion Gaming 15-ec0010nr
Pavilion Gaming 15-ec0013dx
Pavilion Gaming 15-ec0095nr
Pavilion Gaming 15-ec0751ms
Pavilion Gaming 15-ec1000 series
Pavilion Gaming 15-ec1003ca
Pavilion Gaming 15-ec1008ca
Pavilion Gaming 15-ec1010ca
Pavilion Gaming 15-ec1010nr
Pavilion Gaming 15-ec1020ca
Pavilion Gaming 15-ec1046nr
Pavilion Gaming 15-ec1073dx
Pavilion Gaming 15-ec1085nr
Pavilion Gaming 15-ec2000 series
Pavilion Gaming 15-ec2008ca
Pavilion Gaming 15-ec2010ca
Pavilion Gaming 15-ec2021nr
Pavilion Gaming 15-ec2097nr
Pavilion Gaming 15-ec2121nr
And all 15-ec series",,,49.99
Display LCD Cable for HP Pavilion x360 14m-dw0013dx 14m-dw0023dx 14m-dw1013dx 14m-dw1023dx 14m-dw1033dx L96496-001 6017B1367601,Replacement Laptop LCD LED Screen Display Monitor,,L96496-001,,"Pavilion x360 14m-dw0013dx
Pavilion x360 14m-dw0023dx
Pavilion x360 14m-dw1013dx
Pavilion x360 14m-dw1023dx
Pavilion x360 14m-dw1033dx
Pavilion x360 14-dw0097nr
Pavilion x360 14-dw1008ca
Pavilion x360 14-dw1010nr
Pavilion x360 14-dw1010wm
Pavilion x360 14-dw1018ca
Pavilion x360 14-dw1024nr
Pavilion x360 14-dw1025nr
Pavilion x360 14-dw1034nr
Pavilion x360 14-dw1051cl
Pavilion x360 14-dw1075nr
Pavilion x360 14-dw1076nr
Pavilion x360 14-dw1077nr
Pavilion x360 14-dw1085cl
Pavilion x360 14-dw1095cl
Pavilion x360 14-dw1134nr
and all 14-dw  not equipped with WWAN capability",,,39.85
New Screen for Lenovo ThinkPad X1 Carbon Gen 7 8 9 10 11,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,199.99
New FHD WUXGA QHD Screen for Lenovo ThinkPad X13 Gen 1 2 3 4,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,179.99
New FHD UHD Screen for Lenovo ThinkPad T15 Gen 1 2,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,189.99
Display Cable for HP Pavilion x360 14m-dh0001dx 14m-dh0003dx 14m-dh1001dx 14m-dh1003dx L51097-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,39.95
New Display cable for HP EliteBook 830 G5 735 G5 L13678-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,59.99
New FHD UHD WUXGA Screen for Lenovo ThinkPad T14s Gen 1 2 3 4,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,269.99
New FHD UHD Screen for Lenovo ThinkPad T14 Gen 1 2 3 4,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,269.99
New UHD Screen for Lenovo ThinkPad T14 T14s X1 Carbon 5D10V82348 5D10V82349 NE140QUM-N61 MNE001EA1-1,Replacement Laptop LCD LED Screen Display Monitor,"FRU 5D10V82348
P/N SD10Q67017
Model NE140QUM-N61","5D10V82349
MNE001EA1-1",,"ThinkPad X1 Carbon 8th Gen (Type 20U9, 20UA)
ThinkPad T14s (Type 20T0, 20T1)
ThinkPad T14 Gen 1 (type 20S0, 20S1)",,,199.95
HD Screen for HP 15-dy1018ca 15-dy1028ca 15-dy0082nr 15-dy1051wm 15-dy1071wm 15-dy1073nr 15-dy1076nr 15-dy1078nr L63568-001,Replacement Laptop LCD LED Screen Display Monitor,,L63568-001,,"15-dy0008ca
15-dy0018ca
15-dy0082nr
15-dy1007ca
15-dy1008ca
15-dy1017ca
15-dy1018ca
15-dy1027od
15-dy1028ca
15-dy1037nr
15-dy1038ca
15-dy1045nr
15-dy1051wm
15-dy1062nr
15-dy1071wm
15-dy1073nr
15-dy1076nr
15-dy1078nr
15-dy1086nr
15-dy1087nr
15-dy1973cl
And all 15-DY series  with an HD screen",,,189.95
HD Touchscreen for HP 15-dy0013dx 15-dy1023dx 15-dy1751ms 15-dy1731ms 15-dy1074nr 15-dy1010nr 15-dy1020nr L63569-001,Replacement Laptop LCD LED Screen Display Monitor,,L63569-001,,"15-dy0010ds
15-dy0011ds
15-dy0012ds
15-dy0013dx
15-dy0044nr
15-dy1010nr
15-dy1020nr
15-dy1023dx
15-dy1074nr
15-dy1085nr
15-dy1731ms
15-dy1751ms
15-dy1755cl
15-dy1771ms
And all 15-DY series  with an HD touchscreen",,,169.95
UHD Touchscreen Assembly for HP Spectre x360 13-aw0023dx 13-aw2003dx 13-aw0020nr 13-aw0090ca L72406-001 L75192-001 L72404-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Spectre x360 13-aw0020nr
Spectre x360 13-aw0023dx
Spectre x360 13-aw0090ca
Spectre x360 13-aw2003dx
And all 13-aw series  with a UHD touchscreen",,,359.95
FHD Touchscreen Assembly for HP Envy X360 13-aq0011ms 13-aq0005nr 13-aq0077nr 13-aq1010nr 13-aq1185nr 13-aq1075nr 13-aq1076nr L53376-001 L53379-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Envy X360 13-aq0005nr
Envy X360 13-aq0077nr
Envy X360 13-aq1010nr
Envy X360 13-aq1185nr
Envy X360 13-aq0011ms
Envy X360 13-aq0051ms
Envy X360 13-aq1020ca
Envy X360 13-aq1075nr
Envy X360 13-aq1076nr
And all 13-aq series  with an FHD touchscreen",,,299.95
UHD Touchscreen Assembly for HP Envy X360 13-aq0044nr 13-aq0045cl 13-aq1175cl L53382-001 L53383-001 L53384-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Envy X360 13-aq0044nr
Envy X360 13-aq0045cl
Envy X360 13-aq1175cl
And all 13-aq series  with a UHD touchscreen",,,359.95
FHD Touchscreen Assembly for HP ENVY x360 15m-ds0011dx 15m-ds0012dx 15m-ds0023dx 15-ds1003ca 15-ds1010wm 15-ds1063cl 15-ds1083cl L53868-001,Replacement Laptop LCD LED Screen Display Monitor,,L53868-001,,"ENVY x360 15-ds0003ca
ENVY x360 15-ds0013ca
ENVY x360 15-ds0013nr
ENVY x360 15-ds0502na
ENVY x360 15-ds0502sa
ENVY x360 15-ds0599na
ENVY x360 15-ds0599sa
ENVY x360 15-ds1003ca
ENVY x360 15-ds1010nr
ENVY x360 15-ds1010wm
ENVY x360 15-ds1063cl
ENVY x360 15-ds1077nr
ENVY x360 15-ds1083cl
ENVY x360 15-ds1086nr
ENVY x360 15-ds1097nr
ENVY x360 15m-ds0011dx
ENVY x360 15m-ds0012dx
ENVY x360 15m-ds0023dx
And all 15-ds series",,,299.95
HD Touchscreen Assembly for HP Pavilion x360 15-dq0953cl 15-dq0010nr 15-dq0061cl 15-dq0065cl 15-dq0975cl L51358-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Pavilion x360 15-dq0010nr
Pavilion x360 15-dq0035nr
Pavilion x360 15-dq0061cl
Pavilion x360 15-dq0065cl
Pavilion x360 15-dq0067cl
Pavilion x360 15-dq0095nr
Pavilion x360 15-dq0953cl
Pavilion x360 15-dq0975cl
Pavilion x360 15-dq1010nr
And all Pavilion x360 15-dq series  with an HD touch screen",,,299.95
FHD Touchscreen Assembly for HP Pavilion x360 15-dq0075nr 15-dq0076nr 15-dq0077nr 15-dq0078nr 15-dq1052nr L51357-001 L66916-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Pavilion x360 15-dq0075nr
Pavilion x360 15-dq0076nr
Pavilion x360 15-dq0077nr
Pavilion x360 15-dq0078nr
Pavilion x360 15-dq0081nr
Pavilion x360 15-dq1003ca
Pavilion x360 15-dq1010ca
Pavilion x360 15-dq1052nr
And all Pavilion x360 15-dq series  with an FHD touch screen",,,299.95
New 4K UHD Screen for Lenovo ThinkPad T15 T590 P53 P53s 01YN137 01YN138 NE156QUM-N66,Replacement Laptop LCD LED Screen Display Monitor,,,,"ThinkPad T590
ThinkPad T15 Gen 1
ThinkPad P1 Gen 2
ThinkPad X1 Extreme Gen 2
ThinkPad P53
ThinkPad P53s",,,179.95
FHD Touchscreen Assembly for HP Spectre x360 13-aw0013dx 13-aw0008ca 13-aw0010ca L75193-001 L72405-001 L75197-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Spectre x360 13-aw0013dx
Spectre x360 13-aw0008ca
Spectre x360 13-aw0010ca
Spectre x360 13-aw0020ca
Spectre x360 13-aw0111na
Spectre x360 13-aw0261no
Spectre x360 13-aw0262no
Spectre x360 13-aw0272no
Spectre x360 13-aw0273no
Spectre x360 13-aw0320ng
Spectre x360 13-aw0352no
Spectre x360 13-aw0900na
Spectre x360 13-aw0901na
Spectre x360 13-aw0904ng
and all 13-aw  with an FHD, UWVA, 400 nits touchscreen",,,299.95
FHD Privacy Touchscreen Assembly for HP Spectre x360 13-ap0033dx 13-ap0028ca 13-ap0038nr L37646-001 L37647-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Spectre x360 13-ap0000na
Spectre x360 13-ap0000nf
Spectre x360 13-ap0001na
Spectre x360 13-ap0001nf
Spectre x360 13-ap0001ns
Spectre x360 13-ap0002nf
Spectre x360 13-ap0002nt
Spectre x360 13-ap0002tu
Spectre x360 13-ap0003nf
Spectre x360 13-ap0003ns
Spectre x360 13-ap0004na
Spectre x360 13-ap0005nl
Spectre x360 13-ap0007na
Spectre x360 13-ap0007nf
Spectre x360 13-ap0007tu
Spectre x360 13-ap0008na
Spectre x360 13-ap0008nf
Spectre x360 13-ap0009na
Spectre x360 13-ap0010nl
Spectre x360 13-ap0011ne
Spectre x360 13-ap0011nf
Spectre x360 13-ap0013ne
Spectre x360 13-ap0014na
Spectre x360 13-ap0015na
Spectre x360 13-ap0017na
Spectre x360 13-ap0018nf
Spectre x360 13-ap0024tu
Spectre x360 13-ap0025tu
Spectre x360 13-ap0026tu
Spectre x360 13-ap0027tu
Spectre x360 13-ap0028ca
Spectre x360 13-ap0028tu
Spectre x360 13-ap0033dx
Spectre x360 13-ap0038nr
Spectre x360 13-ap0046tu
Spectre x360 13-ap0050ca
Spectre x360 13-ap0083tu
Spectre x360 13-ap0084tu
Spectre x360 13-ap0085tu
Spectre x360 13-ap0086tu
Spectre x360 13-ap0100tu
Spectre x360 13-ap0104ng
Spectre x360 13-ap0106tu
Spectre x360 13-ap0120ng
Spectre x360 13-ap0121tu
Spectre x360 13-ap0122tu
Spectre x360 13-ap0127tu
Spectre x360 13-ap0141tu
Spectre x360 13-ap0303ng
Spectre x360 13-ap0312ng
Spectre x360 13-ap0700ng",,,299.95
Touchscreen Assembly for HP EliteBook x360 1030 G3 L31869-001 L31871-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,269.95
Touchscreen Assembly for HP Envy x360 15m-dr0011dx 15m-dr0012dx 15m-dr1011dx 15m-dr1012dx L53545-001 L64480-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"ENVY x360 15-dr0000na
ENVY x360 15-dr0003ca
ENVY x360 15-dr0004nb
ENVY x360 15-dr0005na
ENVY x360 15-dr0006ng
ENVY x360 15-dr0008ca
ENVY x360 15-dr0013nr
ENVY x360 15-dr0019nb
ENVY x360 15-dr0021nr
ENVY x360 15-dr0022nr
ENVY x360 15-dr0090ca
ENVY x360 15-dr0102ng
ENVY x360 15-dr0205ng
ENVY x360 15-dr0220ng
ENVY x360 15-dr0948nd
ENVY x360 15-dr1003ca
ENVY x360 15-dr1008ca
ENVY x360 15-dr1020ca
ENVY x360 15m-dr0011dx
ENVY x360 15m-dr0012dx
ENVY x360 15m-dr1011dx
ENVY x360 15m-dr1012dx
and all 15-dr series  with a 1920X1080 touchscreen",,,259.95
Genuine Touchscreen for Lenovo ThinkPad X390 X395 02HL706 02HL714 02DA370 02HL708 02HL707,Replacement Laptop LCD LED Screen Display Monitor,,,,"Lenovo ThinkPad X390 (20Q0, 20Q1, 20SC, 20SD)
Lenovo ThinkPad X395 (20NL, 20NM)",,,199.95
New FHD Privacy Screen for HP EliteBook 840 G5 L21943-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,159.95
New FHD UHD LCD cable for HP Pavilion Gaming 15-cx0056wm 15-cx0058wm 15-cx0077wm 15-cx0020nr 15-cx0030nr L20355-001 L20357-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Pavilion Gaming 15-cx0008ca
Pavilion Gaming 15-cx0010ca
Pavilion Gaming 15-cx0020ca
Pavilion Gaming 15-cx0020nr
Pavilion Gaming 15-cx0030nr
Pavilion Gaming 15-cx0040nr
Pavilion Gaming 15-cx0042nr
Pavilion Gaming 15-cx0045nr
Pavilion Gaming 15-cx0049nr
Pavilion Gaming 15-cx0056wm
Pavilion Gaming 15-cx0058wm
Pavilion Gaming 15-cx0071nr
Pavilion Gaming 15-cx0077wm
Pavilion Gaming 15-cx0085nr
Pavilion Gaming 15-cx0086nr
Pavilion Gaming 15-cx0009ne
Pavilion Gaming 15-cx0026nt
Pavilion Gaming 15-cx0144tx
and all 15-cx series",,,49.95
HD Touchscreen Assembly for HP Pavilion x360 14m-cd0006dx 14m-cd0005dx L20553-001 L20556-001 L20559-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Pavilion x360 14-cd0011nr
Pavilion x360 14-cd1010nr
Pavilion x360 14-cd1020nr
Pavilion x360 14-cd1075nr
Pavilion x360 14-cd1066nr
Pavilion x360 14-cd1951cl
Pavilion x360 14m-cd0005dx
Pavilion x360 14m-cd0006dx",,,259.95
New LCD Hinge for Lenovo ThinkPad X390 X395 02HL023 02HL024 02HL025,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,29.95
New LCD Hinge for Lenovo ThinkPad X1 Carbon 7th Gen 2019 5H50V28087 5H50V28088,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,39.95
"New FHD UHD LCD Cable for Lenovo ThinkPad X1 Extreme Gen 1, P1 Gen 1 01YU746 01YU747",Replacement Laptop LCD LED Screen Display Monitor,,,,,,,39.95
New UHD 4K Screen for HP EliteBook 840 G6 ZBook 14u G6 L62770-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"EliteBook 840 G6
ZBook 14u G6",,,239.95
New FHD Screen for HP EliteBook 840 G6 745 G6 ZBook 14u G6 62772-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"EliteBook 840 G6
EliteBook 745 G6
ZBook 14u G6",,,149.95
New UHD FHD LCD Display Cable for HP EliteBook 840 G5 745 G5 ZBook 14u G5 L14370-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,59.95
FHD Display Cable for HP Spectre x360 13-ap0013dx 13-ap0033dx 13-ap0038nr DD0X36LC200,Replacement Laptop LCD LED Screen Display Monitor,,,,"Spectre x360 13-ap0008ca
Spectre x360 13-ap0010ca
Spectre x360 13-ap0013dx
Spectre x360 13-ap0028ca
Spectre x360 13-ap0033dx
Spectre x360 13-ap0038nr
Spectre x360 13-ap0040ca
Spectre x360 13-ap0050ca
Spectre x360 13-ap0000na
Spectre x360 13-ap0001na
and all Spectre x360 13-ap series  with a 1920 x 1080 touchscreen",,,49.95
FHD Touchscreen Assembly for HP Pavilion x360 14m-dh0003dx 14m-dh1003dx L51119-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Pavilion x360 14-dh0008ca
Pavilion x360 14-dh0013nr
Pavilion x360 14-dh0525sa
Pavilion x360 14-dh1008ca
Pavilion x360 14-dh1056cl
Pavilion x360 14-dh2008ca
Pavilion x360 14-dh2011nr
Pavilion x360 14-dh2027od
Pavilion x360 14-dh2034nr
Pavilion x360 14-dh2041wm
Pavilion x360 14-dh2051wm
Pavilion x360 14-dh2075cl
Pavilion x360 14-dh2077nr
Pavilion x360 14-dh2097nr
Pavilion x360 14-dh2671cl
Pavilion x360 14m-dh0003dx
Pavilion x360 14m-dh1003dx
and all Pavilion x360 14-DH series  with a 1920 x 1080 touchscreen",,,299.95
HD Touchscreen Assembly for HP Pavilion x360 14m-dh0001dx 14m-dh1001dx L51120-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"Pavilion x360 14-dh0007ca
Pavilion x360 14-dh0031nr
Pavilion x360 14-dh2010nr
Pavilion x360 14-dh2075nr
Pavilion x360 14m-dh0001dx
Pavilion x360 14m-dh1001dx
and all Pavilion x360 14-DH series  with a 1366 x 768 touchscreen",,,299.95
"New FHD Screen for HP EliteBook 830 G6, EliteBook 735 G6 L60603-001",Replacement Laptop LCD LED Screen Display Monitor,,,,,,,99.95
FHD UHD Screen for HP EliteBook 850 G6 L62781-001 L62784-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,
FHD Screen for HP EliteBook 755 G5 L22092-001 L22093-001,Replacement Laptop LCD LED Screen Display Monitor,,,,,,,169.95
New FHD Screen for HP EliteBook 840 G6 745 G6 ZBook 14u G6 L62773-001,Replacement Laptop LCD LED Screen Display Monitor,,L62773-001,,"EliteBook 840 G6
EliteBook 745 G6
ZBook 14u G6",,,119.95
New FHD Screen for HP EliteBook 830 G5 735 G5 L13829-001,Replacement Laptop LCD LED Screen Display Monitor,,L13829-001,,"EliteBook 830 G5
EliteBook 735 G5",,,129.95
New LCD Hinge for Lenovo ThinkPad T490 02HK970 02HK971 02HK972,Replacement Laptop LCD LED Screen Display Monitor,,,,"Lenovo ThinkPad T490 (20N2, 20N3, 20Q9, 20QH, 20RX, 20RY)",,,29.95
LCD Bezel sheet for Lenovo ThinkPad T490s 02HM516 02HM518,Replacement Laptop LCD LED Screen Display Monitor,,,,ThinkPad T490s,,,49.95
LCD Front Bezel Sheet for Lenovo ThinkPad T590 01YT320 01YT321,Replacement Laptop LCD LED Screen Display Monitor,,,,ThinkPad T590,,,39.95
New FHD UHD LCD Cable for Lenovo ThinkPad T15 T590 P53s 01YT323 01YT324 01YT325,Replacement Laptop LCD LED Screen Display Monitor,,,,"ThinkPad T590
ThinkPad P53s
ThinkPad T15 (type 20S6, 20S7)",,,39.95
FHD HD Screen for HP ProBook 430 G6 L44530-001 L44534-001,Replacement Laptop LCD LED Screen Display Monitor,,,,ProBook 430 G6,,,
FHD HD Screen for HP ProBook 440 G6 445 G6 L44572-001 L44576-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"ProBook 440 G6
ProBook 445 G6
ProBook 445R G6",,,
HD Touchscreen for HP ProBook 450 G6 L45108-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"ProBook 450 G6
ProBook 455R G6",,,99.95
New FHD HD Screen for HP ProBook 450 G6 L45102-001 L45105-001,Replacement Laptop LCD LED Screen Display Monitor,,,,"ProBook 450 G6
ProBook 455R G6",,,199.99
New HD FHD Screen for HP ProBook 650 G5 L58720-001 L13838-001,Replacement Laptop LCD LED Screen Display Monitor,,,,HP ProBook 650 G5,,,139.99
New FHD WQHD LCD Cable for Lenovo ThinkPad X1 Carbon 7th Gen 2019 5C10V28089 5C10V28092,Replacement Laptop LCD LED Screen Display Monitor,,,,ThinkPad X1 Carbon 7th Gen 2019,,,39.95
UHD 4K Screen for HP EliteBook 850 G5 L16642-001,Replacement Laptop LCD LED Screen Display Monitor,,L16642-001,,HP EliteBook 850 G5,,,239.95
AU Optronics B133HAN04.9 B133HAN05.3 Screen,Replacement Laptop LCD LED Screen Display Monitor,,,,"Acer, Asus, HP, Dell, Lenovo, etc",,,
Genuine BOE NV156FHM-N61 NV156FHM-N62 Screen 72% NTSC,Replacement Laptop LCD LED Screen Display Monitor,"NV156FHM-N61 BOE06FB
NV156FHM-N62 BOE075B",,,"Acer, HP, Dell, Lenovo, etc",,,199.95
Genuine Innolux N156HCE-EN1 CMN15E8 Screen 72% NTSC,Replacement Laptop LCD LED Screen Display Monitor,"N156HCE-EN1
CMN15E8",,,"Acer, HP, Dell, Lenovo, etc",,,199.95
Genuine AU Optronics B156HAK02.1 AUO21ED Touchscreen,Replacement Laptop LCD LED Screen Display Monitor,"B156HAK02.1
AUO21ED",,,"Acer, HP, Dell, Lenovo, etc",,,199.99
Genuine LG Philips LP156WFG-SPF2 LP156WFG-SPB2 LGD05C0 144HZ Screen,Replacement Laptop LCD LED Screen Display Monitor,"LP156WFG-SPF2
LP156WFG-SPB2
LGD05C0",,,"Lenovo Legion Y740 15
Razer Blade 15
Gigabyte Aero 15x V8
ASUS TUF Gaming FX505
and more",,,199.95
Brand New N156BGN-E43 NT156WHM-T03 HD Touchscreen,Replacement Laptop LCD LED Screen Display Monitor,,,,"Acer, HP, Dell, etc.",,,189.99
Genuine AU Optronics B156XTK02.0 Touchscreen,Replacement Laptop LCD LED Screen Display Monitor,B156XTK02.0,,,"Acer, HP, Dell, etc.",,,189.95
