Title_1,Title_3,Title_2,Part_2,Model_1,Model_2,Desc_1,Price
 HP SPS-LCD 15.6 FHD AG LED UWVA slim 144Hz,Replacement Screen Display, L20360-001,,"HP GAMING PAVILION - 15-CX0120TX - 4PC72PA, HP GAMING PAVILION - 15-CX0146TX - 4QM29PA, HP GAMING PAVILION - 15-CX0150TX - 4RW00PA, HP GAMING PAVILION - 15-CX0151TX - 4RW02PA, HP GAMING PAVILION - 15-CX0152TX - 4RW03PA, HP GAMING PAVILION - 15-CX0165TX - 4TL31PA, HP GAMING PAVILION - 15-CX0166TX - 4WQ39PA, HP GAMING PAVILION - 15-CX0167TX - 4WQ35PA, HP GAMING PAVILION - 15-CX0168TX - 4WQ36PA, HP GAMING PAVILION - 15-CX0169TX - 4WQ37PA",,,499
" HP LCD Display Raw Panel 15.6"" FHD 250 Slim",Replacement Screen Display, L56917-001,,"HP GAMING PAVILION - 15-DK0001LA - 4PF89LA, HP GAMING PAVILION - 15-DK0002LA - 4PF90LA, HP GAMING PAVILION - 15-DK0005LA - 4PF93LA, HP GAMING PAVILION - 15-DK0006LA - 4PF94LA, HP GAMING PAVILION - 15-DK0007LA - 4PF95LA, HP GAMING PAVILION - 15-DK0008LA - 4PG13LA, HP GAMING PAVILION - 15-DK0010LA - 6QV36LA, HP GAMING PAVILION - 15-DK0010NR - 6QZ94UA, HP GAMING PAVILION - 15-DK0011LA - 6QV49LA, HP GAMING PAVILION - 15-DK0020NR - 6QZ95UA",,,499
" HP LCD Display Raw Panel 15.6"" FHD 300 Uslim 144Hz",Replacement Screen Display, L56919-001,,"HP GAMING PAVILION - 15T-DK0000 CTO - 5XE53AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE55AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE56AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE57AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE58AV, HP Pavilion Gaming - 15-dk0267tx - 18J30PA, HP Pavilion Gaming Laptop 15-dk0003TX - 7HR34PA, HP Pavilion Gaming Laptop 15-dk0005TX - 7HR36PA, HP Pavilion Gaming Laptop 15-dk0006TX - 7HR39PA, HP Pavilion Gaming Laptop 15-dk0007TX - 7HR42PA",,,667.76
" HP LCD Display Raw Panel 15.6"" FHD 250 Slim",Replacement Screen Display, L56917-001,,"HP GAMING PAVILION - 15-DK0001LA - 4PF89LA, HP GAMING PAVILION - 15-DK0002LA - 4PF90LA, HP GAMING PAVILION - 15-DK0005LA - 4PF93LA, HP GAMING PAVILION - 15-DK0006LA - 4PF94LA, HP GAMING PAVILION - 15-DK0007LA - 4PF95LA, HP GAMING PAVILION - 15-DK0008LA - 4PG13LA, HP GAMING PAVILION - 15-DK0010LA - 6QV36LA, HP GAMING PAVILION - 15-DK0010NR - 6QZ94UA, HP GAMING PAVILION - 15-DK0011LA - 6QV49LA, HP GAMING PAVILION - 15-DK0020NR - 6QZ95UA",,,499
" HP LCD Display Raw Panel 15.6"" FHD 300 Uslim 144Hz",Replacement Screen Display, L56919-001,,"HP GAMING PAVILION - 15T-DK0000 CTO - 5XE53AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE55AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE56AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE57AV, HP GAMING PAVILION - 15T-DK0000 CTO - 5XE58AV, HP Pavilion Gaming - 15-dk0267tx - 18J30PA, HP Pavilion Gaming Laptop 15-dk0003TX - 7HR34PA, HP Pavilion Gaming Laptop 15-dk0005TX - 7HR36PA, HP Pavilion Gaming Laptop 15-dk0006TX - 7HR39PA, HP Pavilion Gaming Laptop 15-dk0007TX - 7HR42PA",,,667.76
" HP LCD Display Raw Panel 15.6"" FHD AG UWVA 250e 1.2sl",Replacement Screen Display, L71939-001,,"HP Pavilion 14-dh1000 Convertible x360 PC - 6QW19LA, HP Pav Gaming Laptop 15-dk0015la - 6QW87LA, HP Pav Gaming Laptop 15-ec0003la - 6QW01LA, HP Pav Gaming Laptop 15-ec0004la - 6QW03LA, HP Pavilion Gaming - 15-ec0099ax - 3J141PA, HP Pavilion Gaming - 15-ec0100ax - 169P5PA, HP PAVILION GAMING - 15-EC0101AX - 167W1PA, HP PAVILION GAMING - 15-EC0102AX - 18H45PA, HP Pavilion Gaming - 15-ec0103ax - 1A5Y9PA",,,339.69
" HP LCD Display Raw Panel 15.6"" FHD AG SVA 220 3.2MM",Replacement Screen Display, L71938-001,,"HP Spectre x360 Convertible 13-aw0001la - 6QV78LA, HP Spectre x360 Convertible 13-aw0001la - 6QV78LA, HP Pav Gaming Laptop 15-ec0001la - 6QV97LA, HP Pav Gaming Laptop 15-ec0002la - 6QV99LA, HP PAVILION GAMING 15Z-EC000 LAPTOP PC - 7LV18AV, HP PAVILION GAMING 15Z-EC000 LAPTOP PC - 7LV19AV, HP PAVILION GAMING 15Z-EC000 LAPTOP PC - 7LV20AV, HP PAVILION GAMING 15Z-EC000 LAPTOP PC - 7LV21AV",,,499
" HP LCD Display Raw Panel 15.6"" FHD AG UWVA 250e 1.2sl",Replacement Screen Display, L71939-001,,"HP Pavilion 14-dh1000 Convertible x360 PC - 6QW19LA, HP Pav Gaming Laptop 15-dk0015la - 6QW87LA, HP Pav Gaming Laptop 15-ec0003la - 6QW01LA, HP Pav Gaming Laptop 15-ec0004la - 6QW03LA, HP Pavilion Gaming - 15-ec0099ax - 3J141PA, HP Pavilion Gaming - 15-ec0100ax - 169P5PA, HP PAVILION GAMING - 15-EC0101AX - 167W1PA, HP PAVILION GAMING - 15-EC0102AX - 18H45PA, HP Pavilion Gaming - 15-ec0103ax - 1A5Y9PA",,,339.69
 HP RAW PANEL 15.6 FHD UWVA 250n144Hz,Replacement Screen Display, N13295-001,,"VICTUS 15-fb0048AX (598U6AV) - 6Q4Y2PA, VICTUS 15-fb0064AX (598U6AV) - 6X0W5PA, VICTUS 15-fb1004AX (7Y8M8AV) - 92U81PA, VICTUS BY HP 15.6 INCH GAMING LAPTOP PC - 643K1UA, VICTUS BY HP 15Z-FB000 GAMING LAPTOP PC - 598U2AV, VICTUS BY HP 15Z-FB000 GAMING LAPTOP PC - 598U5AV, HP Victus Gaming Laptop 15-fa0140TX (680A2AV) - 7Z928PA, VICTUS 15-fa0029TX - 6F939PA, VICTUS 15-fa0062TX (680A4AV) - 6X0R6PA",,,499
" HP LCD Display Raw Panel 16.1"" FHD 300s 60Hz NB",Replacement Screen Display, M02081-001,,"HP Pav Gaming Laptop 16-a0051TX - 1P6U6PA, HP Pavilion Gaming Laptop - 16-a0002tx - 168C2PA, HP Pavilion Gaming Laptop - 16-a0006tx - 168C8PA, HP Pavilion Gaming Laptop - 16-a0010tx - 168D2PA, HP Pavilion Gaming Laptop - 16-a0016tx - 168Q0PA, HP Pavilion Gaming Laptop - 16-a0017tx - 168Q1PA, HP Pavilion Gaming Laptop - 16-a0031tx - 1A5W9PA, HP Pavilion Gaming Laptop - 16-a0052tx - 1P6U7PA, HP Pavilion Gaming Laptop - 16-a0064tx - 23M14PA, HP Pavilion Gaming Laptop (2E7U2AV) - 39R87PA",,,499
" HP LCD Display Raw Panel 16.1"" FHD AG UWVA 144Hz NB 300",Replacement Screen Display, M54742-001,,"VICTUS 16-e0006AX (2V8Z7AV) - 491R5PA, VICTUS 16-e0007AX (2V8Z7AV) - 491R6PA, VICTUS 16-e0008AX (2V8Z7AV) - 491R7PA, VICTUS 16-e0010AX (2V8Z7AV) - 491R9PA, VICTUS 16-e0013AX (2V8Z6AV) - 491V4PA, VICTUS 16-e0014AX (2V9A1AV) - 491V5PA, VICTUS 16-e0016AX (2V8Z6AV) - 491S2PA, VICTUS 16-e0017AX (2V9A1AV) - 491W6PA, VICTUS 16-e0018AX (2V9A1AV) - 491W7PA, VICTUS 16-e0019AX (2V8Z6AV) - 491W8PA",,,499
" HP LCD Display Raw Panel 16.1"" FHD AG UWVA 144Hz NB 300",Replacement Screen Display, M54742-001,,"VICTUS 16-e0006AX (2V8Z7AV) - 491R5PA, VICTUS 16-e0007AX (2V8Z7AV) - 491R6PA, VICTUS 16-e0008AX (2V8Z7AV) - 491R7PA, VICTUS 16-e0010AX (2V8Z7AV) - 491R9PA, VICTUS 16-e0013AX (2V8Z6AV) - 491V4PA, VICTUS 16-e0014AX (2V9A1AV) - 491V5PA, VICTUS 16-e0016AX (2V8Z6AV) - 491S2PA, VICTUS 16-e0017AX (2V9A1AV) - 491W6PA, VICTUS 16-e0018AX (2V9A1AV) - 491W7PA, VICTUS 16-e0019AX (2V8Z6AV) - 491W8PA",,,499
 HP RAW PANEL 16.1 FHD AG LBL 300,Replacement Screen Display, N42532-001,,VICTUS 16-s0001AX (7N3M9AV) - 84B65PA,,,499
" HP SPS-PANEL, 15.6 BV WLED ST w/BEZEL HP",Replacement Screen Display, 764877-001,,"HP PAVILION NOTEBOOK - 17Z-F200 CTO (TOUCH) (ENERGY STAR) - K3L43AAR, HP PAVILION NOTEBOOK - 17Z-F200 CTO (TOUCH) (ENERGY STAR) - K3L43AV, BU W/K PHTM HP 15t-r100 - J4C05AV, HP 15-G014DX TOUCHSMART NOTEBOOK PC (ENERGY STAR) - F9H97UA, HP 15-G014DX TOUCHSMART NOTEBOOK PC (ENERGY STAR) - F9H97UAR, HP 15-G020NR TOUCHSMART NOTEBOOK PC - F9J08UA, HP 15-G020NR TOUCHSMART NOTEBOOK PC - F9J08UAR, HP 15-G021CY TOUCHSMART NOTEBOOK PC (ENERGY STAR) - J9L82UA, HP 15-G021CY TOUCHSMART NOTEBOOK PC (ENERGY STAR) - J9L82UAR",,,356.62
 HP SPS-LCD RAW PANEL 17.3 WLED BV HD,Replacement Screen Display, 809313-001,,"HP Pavilion 17-g106na - N9S17EA, HP Pavilion 17-g106na - N9S17EAR, HP PAVILION NOTEBOOK - 17-G015DX (ENERGY STAR) - M5H37UA, HP PAVILION NOTEBOOK - 17-G015DX (ENERGY STAR) - M5H37UAR, HP PAVILION NOTEBOOK - 17-G029CY - N5G86UA, HP PAVILION NOTEBOOK - 17-G029CY - N5G86UAR, HP PAVILION NOTEBOOK - 17-G030CA - M1Y35UA, HP PAVILION NOTEBOOK - 17-G030CA - M1Y35UAR, HP PAVILION NOTEBOOK - 17-G030CY - N5G87UA, HP PAVILION NOTEBOOK - 17-G030CY - N5G87UAR",,,360.68
 HP SPS-LCD RAW PANEL 17.3 WLED BV HD,Replacement Screen Display, 809313-001,,"HP Pavilion 17-g106na - N9S17EA, HP Pavilion 17-g106na - N9S17EAR, HP PAVILION NOTEBOOK - 17-G015DX (ENERGY STAR) - M5H37UA, HP PAVILION NOTEBOOK - 17-G015DX (ENERGY STAR) - M5H37UAR, HP PAVILION NOTEBOOK - 17-G029CY - N5G86UA, HP PAVILION NOTEBOOK - 17-G029CY - N5G86UAR, HP PAVILION NOTEBOOK - 17-G030CA - M1Y35UA, HP PAVILION NOTEBOOK - 17-G030CA - M1Y35UAR, HP PAVILION NOTEBOOK - 17-G030CY - N5G87UA, HP PAVILION NOTEBOOK - 17-G030CY - N5G87UAR",,,360.68
" HP LCD Display Raw Panel 17.3"" FHD 144Hz NWBZ",Replacement Screen Display, L56886-001,,"HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ03AV, HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ05AV, HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ07AV, HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ08AV, HP Pavilion Gaming 17-cd1000 Laptop PC (24L70AV) - 296H0PA, HP Pavilion Gaming 17-cd1000 Laptop PC (24L70AV) - 296H2PA, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK89AV, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK90AV, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK91AV, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK92AV",,,499
" HP LCD Display Raw Panel 17.3"" FHD 144Hz NWBZ",Replacement Screen Display, L56886-001,,"HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ03AV, HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ05AV, HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ07AV, HP GAMING PAVILION - 17T-CD0000 CTO - 5VZ08AV, HP Pavilion Gaming 17-cd1000 Laptop PC (24L70AV) - 296H0PA, HP Pavilion Gaming 17-cd1000 Laptop PC (24L70AV) - 296H2PA, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK89AV, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK90AV, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK91AV, HP PAVILION GAMING 17T-CD100 LAPTOP PC - 8WK92AV",,,499
" HP PNL KIT, LCD 13.3 AG FHD USLIM HD TS",Replacement Screen Display, 856019-001,,"HP PAVILION X360 - M3-U103DX - W2L18UA, HP PAVILION X360 - M3-U103DX - W2L18UAR, HP PAVILION X360 - M3-U105DX - W2L20UA, HP PAVILION X360 - M3-U105DX - W2L20UAR, HP PAVILION X360 M3-U003DX (ENERGY STAR) - W2L16UA, HP PAVILION X360 M3-U003DX (ENERGY STAR) - W2L16UAR, HP Pavilion 13-u001nl - X0L99EA, HP Pavilion 13-u001nl - X0L99EAR, HP PAVILION X360 - 13T-U100 CTO - V5M13AV",,,616.46
" HP PNL KIT, LCD 13.3 AG FHD USLIM HD TS",Replacement Screen Display, 856019-001,,"HP PAVILION X360 - M3-U103DX - W2L18UA, HP PAVILION X360 - M3-U103DX - W2L18UAR, HP PAVILION X360 - M3-U105DX - W2L20UA, HP PAVILION X360 - M3-U105DX - W2L20UAR, HP PAVILION X360 M3-U003DX (ENERGY STAR) - W2L16UA, HP PAVILION X360 M3-U003DX (ENERGY STAR) - W2L16UAR, HP Pavilion 13-u001nl - X0L99EA, HP Pavilion 13-u001nl - X0L99EAR, HP PAVILION X360 - 13T-U100 CTO - V5M13AV",,,616.46
" HP PANEL, LCD 13.3 BV QHD UWVA NTS",Replacement Screen Display, 912753-001,,"HP ENVY Notebook 13-ab002la - X6X75LA, HP ENVY Notebook 13-ab004la - X6X77LA, HP ENVY Notebook 13-ab007la - 1BQ19LA, HP ENVY Notebook 13-ab010TU - Z4Q36PA, HP ENVY Notebook 13-ab011TU - Z4Q37PA, HP ENVY Notebook 13-ab012TU - Z4Q56PA, HP ENVY Notebook 13-ab013TU - Z4Q57PA, HP ENVY Notebook 13-ab014TU - Z6Y21PA, HP ENVY Notebook 13-ab016TU - Z6Y23PA, HP ENVY Notebook 13-ab019TU - Z6Y26PA",,,499
" HP PANEL, LCD 13.3 FHD BV UWVA W/ BEZEL",Replacement Screen Display, 913673-001,,"HP ENVY Notebook 13-ab001la - X6X74LA, HP ENVY Notebook 13-ab004TU - Z4Q30PA, HP ENVY Notebook 13-ab005TU - Z4Q31PA, HP ENVY Notebook 13-ab006la - Z4Y49LA, HP ENVY Notebook 13-ab006TU - Z4Q32PA, HP ENVY Notebook 13-ab007TU - Z4Q33PA, HP ENVY Notebook 13-ab008TU - Z4Q34PA, HP ENVY Notebook 13-ab009TU - Z4Q35PA, HP ENVY NOTEBOOK 13-AB016NR - X7S56UA, HP ENVY NOTEBOOK 13-AB016NR - X7S56UAR",,,499
" HP HU, NSV, LCD 13.3 FHD BV TS",Replacement Screen Display, 928478-001,,"HP Envy 13-ad013na - 2FQ87EA, HP Envy 13-ad013na - 2FQ87EAR, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY LAPTOP 13-AD010NR - 1KT02UA, HP ENVY LAPTOP 13-AD010NR - 1KT02UAR, HP ENVY Laptop 13-ad024TX - 2FL29PA, HP ENVY Laptop 13-ad027TX - 2FL31PA",,,1300.24
" HP HU, NSV, LCD 13.3 FHD BV NON-TS FG",Replacement Screen Display, 928474-001,,"13-ad106la - 3PX12LA, 13-ad107la - 3PX13LA, HP Envy 13-ad013na - 2FQ87EA, HP Envy 13-ad013na - 2FQ87EAR, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad001TX - 2DN84PA, HP ENVY Laptop 13-ad002la - 1GR42LA",,,499
" HP HU, NSV, LCD 13.3 FHD BV NON-TS",Replacement Screen Display, 928482-001,,"13-ad105la - 2RH94LA, HP 13-ad009la - 2RH92LA, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad001TU - 2DN82PA, HP ENVY Laptop 13-ad002TU - 2DN83PA, HP ENVY Laptop 13-ad003la - 1GR43LA, HP ENVY Laptop 13-ad003TU - 2EA12PA",,,499
" HP HU, SGD, LCD 13.3 FHD BV TS",Replacement Screen Display, 928476-001,,"HP Envy 13-ad013na - 2FQ87EA, HP Envy 13-ad013na - 2FQ87EAR, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad026TX - 2FL30PA, HP ENVY Laptop 13-ad028TX - 2FL32PA, HP ENVY Laptop 13-ad030TX - 2FL34PA, HP ENVY Laptop 13-ad032TX - 2FL36PA",,,1300.24
" HP HU, SGD, LCD 13.3 FHD BV NON-TS",Replacement Screen Display, 928480-001,,"HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad001la - 1GR41LA, HP ENVY Laptop 13-ad004TU - 2EA13PA, HP ENVY Laptop 13-ad005TU - 2DP48PA, HP ENVY Laptop 13-ad006TU - 2DP49PA, HP ENVY Laptop 13-ad006TX - 2EA15PA, HP ENVY Laptop 13-ad007la LTNA - 1GR40LA",,,499
" HP HU, NSV, LCD 13.3 FHD BV TS",Replacement Screen Display, 928478-001,,"HP Envy 13-ad013na - 2FQ87EA, HP Envy 13-ad013na - 2FQ87EAR, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY LAPTOP 13-AD010NR - 1KT02UA, HP ENVY LAPTOP 13-AD010NR - 1KT02UAR, HP ENVY Laptop 13-ad024TX - 2FL29PA, HP ENVY Laptop 13-ad027TX - 2FL31PA",,,1300.24
" HP HU, NSV, LCD 13.3 FHD BV NON-TS FG",Replacement Screen Display, 928474-001,,"13-ad106la - 3PX12LA, 13-ad107la - 3PX13LA, HP Envy 13-ad013na - 2FQ87EA, HP Envy 13-ad013na - 2FQ87EAR, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad001TX - 2DN84PA, HP ENVY Laptop 13-ad002la - 1GR42LA",,,499
" HP HU, NSV, LCD 13.3 FHD BV NON-TS",Replacement Screen Display, 928482-001,,"13-ad105la - 2RH94LA, HP 13-ad009la - 2RH92LA, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad001TU - 2DN82PA, HP ENVY Laptop 13-ad002TU - 2DN83PA, HP ENVY Laptop 13-ad003la - 1GR43LA, HP ENVY Laptop 13-ad003TU - 2EA12PA",,,499
" HP HU, SGD, LCD 13.3 FHD BV TS",Replacement Screen Display, 928476-001,,"HP Envy 13-ad013na - 2FQ87EA, HP Envy 13-ad013na - 2FQ87EAR, HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad026TX - 2FL30PA, HP ENVY Laptop 13-ad028TX - 2FL32PA, HP ENVY Laptop 13-ad030TX - 2FL34PA, HP ENVY Laptop 13-ad032TX - 2FL36PA",,,1300.24
" HP HU, SGD, LCD 13.3 FHD BV NON-TS",Replacement Screen Display, 928480-001,,"HP ENVY 13T-AD000 LAPTOP PC - 1FJ52AV, HP ENVY 13T-AD000 LAPTOP PC - 1FJ53AV, HP ENVY 13T-AD000 REFURB LAPTOP PC - 1FJ52AAR, HP ENVY 13T-AD100 LAPTOP PC - 1WC15AV, HP ENVY Laptop 13-ad001la - 1GR41LA, HP ENVY Laptop 13-ad004TU - 2EA13PA, HP ENVY Laptop 13-ad005TU - 2DP48PA, HP ENVY Laptop 13-ad006TU - 2DP49PA, HP ENVY Laptop 13-ad006TX - 2EA15PA, HP ENVY Laptop 13-ad007la LTNA - 1GR40LA",,,499
" HP LCD Display Panel 13.3"" FHD BV FG NSV",Replacement Screen Display, L19533-001,,"13-ah0004la - 3PW99LA, 13-ah0054la - 3PY06LA, HP ENVY 13T-AH000 LAPTOP - 2ZS40AV, HP ENVY 13T-AH000 LAPTOP - 2ZS41AV, HP ENVY 13T-AH000 LAPTOP - 2ZS45AV, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS40AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS41AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS45AAR, HP ENVY 13T-AH100 LAPTOP - 4DZ24AV, HP ENVY 13T-AH100 LAPTOP - 4DZ25AV",,,499
" HP LCD Display Panel 13.3"" FHD BV NSV Touch Screen",Replacement Screen Display, L19537-001,,"HP ENVY 13T-AH000 LAPTOP - 2ZS40AV, HP ENVY 13T-AH000 LAPTOP - 2ZS41AV, HP ENVY 13T-AH000 LAPTOP - 2ZS45AV, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS40AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS41AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS45AAR, HP ENVY 13T-AH100 LAPTOP - 4DZ24AV, HP ENVY 13T-AH100 LAPTOP - 4DZ25AV, HP ENVY 13T-AH100 LAPTOP - 4FF67AV, HP ENVY 13T-AH100 LAPTOP - 4FF68AV",,,499
" HP LCD Display Panel 13.3"" FHD BV PLG Touch Screen",Replacement Screen Display, L19754-001,,"HP ENVY 13T-AH000 LAPTOP - 2ZS40AV, HP ENVY 13T-AH000 LAPTOP - 2ZS41AV, HP ENVY 13T-AH000 LAPTOP - 2ZS45AV, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS40AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS41AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS45AAR, HP ENVY 13T-AH100 LAPTOP - 4DZ24AV, HP ENVY 13T-AH100 LAPTOP - 4DZ25AV, HP ENVY 13T-AH100 LAPTOP - 4FF67AV, HP ENVY 13T-AH100 LAPTOP - 4FF68AV",,,499
" HP LCD Display Panel 13.3"" FHD BV FG PLG",Replacement Screen Display, L19751-001,,"13-ah0004la - 3PW99LA, HP ENVY 13T-AH000 LAPTOP - 2ZS40AV, HP ENVY 13T-AH000 LAPTOP - 2ZS41AV, HP ENVY 13T-AH000 LAPTOP - 2ZS45AV, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS40AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS41AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS45AAR, HP ENVY 13T-AH100 LAPTOP - 4DZ24AV, HP ENVY 13T-AH100 LAPTOP - 4DZ25AV, HP ENVY 13T-AH100 LAPTOP - 4FF67AV",,,499
" HP LCD Display Panel 13.3"" FHD BV FG NSV",Replacement Screen Display, L19533-001,,"13-ah0004la - 3PW99LA, 13-ah0054la - 3PY06LA, HP ENVY 13T-AH000 LAPTOP - 2ZS40AV, HP ENVY 13T-AH000 LAPTOP - 2ZS41AV, HP ENVY 13T-AH000 LAPTOP - 2ZS45AV, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS40AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS41AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS45AAR, HP ENVY 13T-AH100 LAPTOP - 4DZ24AV, HP ENVY 13T-AH100 LAPTOP - 4DZ25AV",,,499
" HP LCD Display Panel 13.3"" FHD BV FG PLG",Replacement Screen Display, L19751-001,,"13-ah0004la - 3PW99LA, HP ENVY 13T-AH000 LAPTOP - 2ZS40AV, HP ENVY 13T-AH000 LAPTOP - 2ZS41AV, HP ENVY 13T-AH000 LAPTOP - 2ZS45AV, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS40AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS41AAR, HP ENVY 13T-AH000 REFURB LAPTOP - 2ZS45AAR, HP ENVY 13T-AH100 LAPTOP - 4DZ24AV, HP ENVY 13T-AH100 LAPTOP - 4DZ25AV, HP ENVY 13T-AH100 LAPTOP - 4FF67AV",,,499
" HP LCD Display Panel 13.3"" FHD BV FG NSV",Replacement Screen Display, L53367-001,,"HP ENVY - 13-aq1070tx - 1F5D9PA, HP ENVY 13T-AQ000 LAPTOP PC - 5PC41AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC42AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC43AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC45AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC46AV, HP ENVY 13T-AQ100 LAPTOP PC - 6UW74AV, HP ENVY 13T-AQ100 LAPTOP PC - 6UW75AV, HP ENVY 13T-AQ100 LAPTOP PC - 6UW77AV, HP ENVY Laptop 13-aq0005TX - 6QT40PA",,,499
" HP LCD Display Panel 13.3"" FHD BV LP NSV Touch Screen",Replacement Screen Display, L53379-001,,"HP ENVY 13T-AQ000 LAPTOP PC - 5PC41AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC42AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC43AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC45AV, HP ENVY 13T-AQ000 LAPTOP PC - 5PC46AV, HP ENVY 13T-AQ100 LAPTOP PC - 6UW74AV, HP ENVY 13T-AQ100 LAPTOP PC - 6UW75AV, HP ENVY 13T-AQ100 LAPTOP PC - 6UW77AV, HP ENVY LAPTOP 13-AQ0011MS - 6EH36UA, HP ENVY LAPTOP 13-AQ0011MS - 6EH36UAR",,,499
